,Name,Type,Area,Neighborhood,Address,Lat,Long,Price,Comida_rating,Servicio_rating,Ambiente_rating,Votes,Menu_ejecutivo,Acceso_discapacitados,Estacionamientos,Kosher,Wifi,Domicilio,Dog_friendly,agg_rating,text
151,Gelatiamo (Soho Mall) ,['Italiana'],Panamá,Obarrio,"Calle 50, Soho Mall, Piso 3",8.9831623341825,-79.51926827430701,12,4.3,3.9,3.7,105,0,1,1,0,1,0,0,11.899999999999999,Gelatiamo (Soho Mall)  (105 Check-ins)<br>Price: $12.<br>Rating: 11.9/15.
92,The Coffee Bean & Tea Leaf (Balboa Boutiques) ,['Internacional'],Panamá,Marbella/Area Bancaria,"Av. Balboa, Esquina con calle Anastasio Ruiz, Balboa Boutiques Strip Mall, Local A 016",8.975627286030699,-79.520238169312,12,4.1,4.2,4.3,306,0,1,1,1,1,0,0,12.600000000000001,The Coffee Bean & Tea Leaf (Balboa Boutiques)  (306 Check-ins)<br>Price: $12.<br>Rating: 12.6/15.
35,Onze (El Dorado) ,['Saludable'],Panamá,El Dorado/Bethania,Centro Comercial Camino de Cruces,9.009857,-79.534644,12,4.5,3.8,3.6,121,0,0,1,0,1,1,0,11.9,Onze (El Dorado)  (121 Check-ins)<br>Price: $12.<br>Rating: 11.9/15.
163,Pepito's Village ,['Venezolana'],Panamá,San Francisco,"Calle 77 Este, Edif Plaza Container, Local Nro. 5",8.991979129796698,-79.501254558563,12,4.2,3.9,3.5,104,0,0,1,0,0,0,0,11.6,Pepito's Village  (104 Check-ins)<br>Price: $12.<br>Rating: 11.6/15.
168,El Rincon Venezolano ,['Venezolana'],Panamá,El Carmen/El Cangrejo,"Via España, Estacion Via Argentina",8.987992623227699,-79.523658961377,12,4.1,3.8,3.4,142,0,1,0,0,0,0,0,11.299999999999999,El Rincon Venezolano  (142 Check-ins)<br>Price: $12.<br>Rating: 11.3/15.
169,Amazonia Republic ,"['Pastelería', 'Panadería']",Panamá,Obarrio,"Calle 58 Este, diagonal Banco General",8.9864613721481,-79.518358670175,12,4.1,4.4,4.8,141,0,1,1,0,1,0,0,13.3,Amazonia Republic  (141 Check-ins)<br>Price: $12.<br>Rating: 13.3/15.
18,El Gran Rincon Venezolano ,['Venezolana'],Panamá,Costa del Este,Via Principal Plaza Cristal local 10,9.0151751778263,-79.477458000183,12,4.6,4.2,3.8,374,0,1,1,0,1,0,0,12.600000000000001,El Gran Rincon Venezolano  (374 Check-ins)<br>Price: $12.<br>Rating: 12.6/15.
172,Carl's Jr. (Condado del Rey) ,['Americana'],Panamá,Condado del Rey,Avenida Ricardo J. Alfaro,9.0259557601061,-79.52201385050999,12,4.0,3.5,3.3,125,0,1,1,0,0,0,0,10.8,Carl's Jr. (Condado del Rey)  (125 Check-ins)<br>Price: $12.<br>Rating: 10.8/15.
174,Onze (Albrook) ,['Saludable'],Panamá,Albrook/Clayton,Plaza Comercial Albrook Village. Frente al Aeropuerto,8.9785416,-79.5551884,12,4.0,3.6,3.4,80,0,0,1,0,0,0,0,11.0,Onze (Albrook)  (80 Check-ins)<br>Price: $12.<br>Rating: 11.0/15.
8,Lalo's Frutitas y Más (Balboa Boutiques) ,['Saludable'],Panamá,Marbella/Area Bancaria,"Balboa Boutiques, Segundo Piso, Local B108",8.976233660616598,-79.520691856742,12,4.7,4.5,4.1,503,0,1,1,0,1,0,0,13.299999999999999,Lalo's Frutitas y Más (Balboa Boutiques)  (503 Check-ins)<br>Price: $12.<br>Rating: 13.3/15.
182,Onze (San Francisco) ,['Saludable'],Panamá,San Francisco,"Vía Israel, Centro Comercial Multimall",8.987607848696301,-79.507724046707,12,3.9,3.2,3.1,229,0,0,1,0,0,0,0,10.2,Onze (San Francisco)  (229 Check-ins)<br>Price: $12.<br>Rating: 10.2/15.
6,dipndip (Altaplaza Mall) ,"['Pastelería', 'Creativa']",Panamá,Condado del Rey,"Altaplaza Mall, Entrada Principal",9.02966,-79.5336717,12,4.7,4.3,4.3,860,0,1,1,0,1,0,0,13.3,dipndip (Altaplaza Mall)  (860 Check-ins)<br>Price: $12.<br>Rating: 13.3/15.
189,Sushi Express (Albrook Mall) ,['Japonesa'],Panamá,Albrook/Clayton,Centro Comercial Albrook Mall,8.9744830915153,-79.55097198486301,12,3.7,3.3,2.8,89,1,1,1,0,0,0,0,9.8,Sushi Express (Albrook Mall)  (89 Check-ins)<br>Price: $12.<br>Rating: 9.8/15.
83,Athanasiou (Multiplaza) ,['Griega'],Panamá,Paitilla/Punta Pacifica,"Via Israel, C. C. Multiplaza",8.985334741611199,-79.511184131738,12,4.2,4.0,4.0,172,0,1,1,0,0,0,0,12.2,Athanasiou (Multiplaza)  (172 Check-ins)<br>Price: $12.<br>Rating: 12.2/15.
24,Paddle Coffee ,"['Americana', 'Comida Rápida']",Panamá,El Dorado/Bethania,"Calle 65 oeste, urb. Los Angeles",9.00293624243,-79.524884819984,12,4.6,4.4,4.5,188,0,1,1,0,1,0,0,13.5,Paddle Coffee  (188 Check-ins)<br>Price: $12.<br>Rating: 13.5/15.
162,Don Gennaro ,"['Italiana', 'Pizzeria']",Panamá,Condado del Rey,Plaza 88,9.029967311444599,-79.52476143836999,12,4.2,3.9,3.3,109,0,0,1,0,1,0,0,11.399999999999999,Don Gennaro  (109 Check-ins)<br>Price: $12.<br>Rating: 11.4/15.
26,Anti.burger ,['Comida Rápida'],Panamá,San Francisco,"Calle 71, Frente Academia de Música",8.9897905154226,-79.50797382742199,12,4.5,4.2,4.2,967,0,0,0,0,0,0,0,12.899999999999999,Anti.burger  (967 Check-ins)<br>Price: $12.<br>Rating: 12.9/15.
45,Cachapas Don Luis (San Francisco) ,['Venezolana'],Panamá,San Francisco,"Calle 77, bajando por banistmo. Hacia el Hotel Sheraton",8.991915547904199,-79.501597881317,12,4.4,4.0,3.3,341,0,1,1,0,1,1,0,11.7,Cachapas Don Luis (San Francisco)  (341 Check-ins)<br>Price: $12.<br>Rating: 11.7/15.
94,Don Lee (El Dorado) ,['China'],Panamá,El Dorado/Bethania,Vía Ricardo J. Alfaro,9.0081550599429,-79.533333778381,12,4.1,3.6,3.4,271,1,1,1,0,1,1,0,11.1,Don Lee (El Dorado)  (271 Check-ins)<br>Price: $12.<br>Rating: 11.1/15.
37,Rock Burger (Marbella) ,['Americana'],Panamá,Marbella/Area Bancaria,"Av. principal, Plaza La Florida",8.979659664563698,-79.518835365789,12,4.5,4.3,3.7,108,0,0,0,0,0,0,0,12.5,Rock Burger (Marbella)  (108 Check-ins)<br>Price: $12.<br>Rating: 12.5/15.
79,Onze (Costa del Este) ,['Saludable'],Panamá,Costa del Este,Ave. Centenario,9.0087997906083,-79.47746939957099,12,4.3,3.9,3.8,108,0,0,1,0,1,1,0,12.0,Onze (Costa del Este)  (108 Check-ins)<br>Price: $12.<br>Rating: 12.0/15.
96,Wing Zone (Costa del Este) ,['Americana'],Panamá,Costa del Este,"Avenida Centenario, plaza 507",9.016945,-79.46392800000001,12,4.1,3.8,3.5,123,0,1,1,0,0,1,0,11.399999999999999,Wing Zone (Costa del Este)  (123 Check-ins)<br>Price: $12.<br>Rating: 11.4/15.
76,Carl's Jr. (Cincuentenario) ,['Americana'],Panamá,San Francisco,Avenida Cincuentenario,8.9977968256914,-79.49835777282699,12,4.3,3.8,3.9,125,0,1,1,0,0,0,0,12.0,Carl's Jr. (Cincuentenario)  (125 Check-ins)<br>Price: $12.<br>Rating: 12.0/15.
73,Restaurante Bingo 90 ,['Internacional'],Panamá,Bella Vista,Calle 1 S con Calle Juan M. Poll,8.9858649219833,-79.526660164804,12,4.3,3.6,3.8,136,0,1,1,0,0,0,0,11.7,Restaurante Bingo 90  (136 Check-ins)<br>Price: $12.<br>Rating: 11.7/15.
100,Suvlas (Albrook Mall) ,['Griega'],Panamá,Albrook/Clayton,"Food Court Carrusel, Albrook Mall",8.9736266806259,-79.552588686347,12,4.1,4.0,3.4,96,0,1,1,0,0,0,0,11.5,Suvlas (Albrook Mall)  (96 Check-ins)<br>Price: $12.<br>Rating: 11.5/15.
107,Momi (El Dorado) ,['Pastelería'],Panamá,El Dorado/Bethania,Calle 74 Oeste y Av. 14 B Norte Urb. Villas de las Fuentes.,9.011431199999999,-79.5328061,12,4.0,3.8,3.4,97,0,0,0,0,0,0,0,11.2,Momi (El Dorado)  (97 Check-ins)<br>Price: $12.<br>Rating: 11.2/15.
70,Onze (Area Bancaria) ,['Saludable'],Panamá,Marbella/Area Bancaria,"Edif. Centro Comercial Boulevard Balboa, Local No. 9",8.9755501249921,-79.522203281522,12,4.3,3.8,3.7,174,0,1,1,0,1,1,0,11.8,Onze (Area Bancaria)  (174 Check-ins)<br>Price: $12.<br>Rating: 11.8/15.
68,Deli Gourmet (Albrook) ,['Internacional'],Panamá,Albrook/Clayton,"Avenida Omar Torrijos, pasando el aeropuerto",8.9698478823588,-79.562395855681,12,4.3,4.0,4.0,187,0,1,1,0,1,0,0,12.3,Deli Gourmet (Albrook)  (187 Check-ins)<br>Price: $12.<br>Rating: 12.3/15.
72,Deli Gourmet (El Dorado) ,"['Internacional', 'Panadería']",Panamá,El Dorado/Bethania,"Avenida Miguel Brostella, a lado de Do it Center.",9.0066450544996,-79.53853726387,12,4.3,4.0,3.7,171,0,1,1,0,1,0,0,12.0,Deli Gourmet (El Dorado)  (171 Check-ins)<br>Price: $12.<br>Rating: 12.0/15.
113,Don Lee (Marbella) ,['China'],Panamá,Marbella/Area Bancaria,Calle 49 Este,8.978309800000002,-79.5249579,12,3.9,3.8,3.6,118,0,1,1,0,1,1,0,11.299999999999999,Don Lee (Marbella)  (118 Check-ins)<br>Price: $12.<br>Rating: 11.3/15.
63,Suvlas (Costa del Este) ,['Griega'],Panamá,Costa del Este,Calle La Antigua. Plaza The Corner,9.011434664067698,-79.46469604969,12,4.3,4.2,4.2,456,0,1,1,0,0,0,0,12.7,Suvlas (Costa del Este)  (456 Check-ins)<br>Price: $12.<br>Rating: 12.7/15.
62,Pan & Canela (Ciudad del Saber) ,"['Panadería', 'Pastelería']",Panamá,Albrook/Clayton,"La Plaza, local D1, Ciudad Del Saber",9.002469989078,-79.58235383033801,12,4.3,4.1,4.2,567,0,1,1,0,1,0,0,12.599999999999998,Pan & Canela (Ciudad del Saber)  (567 Check-ins)<br>Price: $12.<br>Rating: 12.6/15.
61,Panda House ,['China'],Panamá,Condado del Rey,"Ph Boulevard, Centennial",9.0322798520012,-79.533753544092,12,4.3,3.9,3.8,672,0,1,1,0,1,1,0,12.0,Panda House  (672 Check-ins)<br>Price: $12.<br>Rating: 12.0/15.
120,Parrillada de la Estancia (Albrook) ,['Parrillada'],Panamá,Albrook/Clayton,"Albrook Mall, Food Court Terrazas, Food Court Carrusel, Food Court Magic Zone.",8.977443,-79.55184200000001,12,3.7,3.3,3.0,94,0,0,0,0,0,0,0,10.0,Parrillada de la Estancia (Albrook)  (94 Check-ins)<br>Price: $12.<br>Rating: 10.0/15.
66,Carl's Jr. (Multiplaza) ,['Americana'],Panamá,Paitilla/Punta Pacifica,"Via Israel, Mall Multiplaza Pacific, 3er piso",8.9858434056793,-79.511173402902,12,4.3,3.9,3.5,268,0,0,1,0,0,0,0,11.7,Carl's Jr. (Multiplaza)  (268 Check-ins)<br>Price: $12.<br>Rating: 11.7/15.
54,Café Unido (Casco Viejo) ,['Internacional'],Panamá,Casco Antiguo,"Planta baja, American Trade Hotel",8.9528040582673,-79.537316645647,12,4.4,4.4,4.6,134,0,0,0,0,0,0,1,13.4,Café Unido (Casco Viejo)  (134 Check-ins)<br>Price: $12.<br>Rating: 13.4/15.
135,Benissimo ,['Internacional'],Panamá,Casco Antiguo,Avenida A Esquina Calle 4ta,8.951326831634901,-79.534012377262,12,4.5,4.5,4.5,85,0,1,0,0,1,0,0,13.5,Benissimo  (85 Check-ins)<br>Price: $12.<br>Rating: 13.5/15.
437,Deli Gourmet (San Francisco) ,"['Internacional', 'Panadería']",Panamá,San Francisco,Calle 50 y calle 77,8.9935262857367,-79.502230882645,13,4.2,3.9,3.9,612,0,1,1,0,1,0,0,12.0,Deli Gourmet (San Francisco)  (612 Check-ins)<br>Price: $13.<br>Rating: 12.0/15.
407,New York Bagel Cafe ,['Internacional'],Panamá,El Carmen/El Cangrejo,Via Argentina por la Cabeza de Einstein,8.989540491301499,-79.52797472476999,13,4.3,4.1,3.9,209,0,0,0,0,1,0,0,12.299999999999999,New York Bagel Cafe  (209 Check-ins)<br>Price: $13.<br>Rating: 12.3/15.
242,La Rosti Trattoria Express ,"['Italiana', 'Mediterránea']",Panamá,Costa del Este,"Avenida Centenario. Rada Plaza, Local 4",9.0154215417496,-79.477490186691,13,4.6,4.8,4.5,195,0,1,1,0,1,0,0,13.899999999999999,La Rosti Trattoria Express  (195 Check-ins)<br>Price: $13.<br>Rating: 13.9/15.
507,La Parrilla de la Estancia (El Dorado) ,['Parrillada'],Panamá,El Dorado/Bethania,Super Centro El Dorado Foodcourt,9.0081236015605,-79.535994865,13,4.0,3.7,3.4,102,0,1,1,0,0,0,0,11.1,La Parrilla de la Estancia (El Dorado)  (102 Check-ins)<br>Price: $13.<br>Rating: 11.1/15.
328,Chicken Box Roasted ,"['Pollo Asado', 'Latinoamericana']",Panamá,Costa del Este,"Avenida Centenario, Ocean Drive Plaza.  Al lado de DHL en Costa del Este",9.015345049743,-79.47769403457599,13,4.4,4.2,4.1,552,1,1,1,0,1,1,0,12.700000000000001,Chicken Box Roasted  (552 Check-ins)<br>Price: $13.<br>Rating: 12.7/15.
236,Boquete Bakery Café & Grill ,['Internacional'],Panamá,Albrook/Clayton,"Calle Hospital, casa 470 B",9.002489,-79.574173,13,4.6,4.6,4.4,352,0,0,1,0,1,0,0,13.6,Boquete Bakery Café & Grill  (352 Check-ins)<br>Price: $13.<br>Rating: 13.6/15.
335,Leto Coffee Brew Bar (San Francisco) ,['Internacional'],Panamá,San Francisco,"Calle 76 con Av 5 sur, Plaza 76",8.991025069082001,-79.50283639133,13,4.4,4.4,4.6,486,0,1,1,0,1,0,0,13.4,Leto Coffee Brew Bar (San Francisco)  (486 Check-ins)<br>Price: $13.<br>Rating: 13.4/15.
515,Mr Chen (Condado del Rey) ,['China'],Panamá,Condado del Rey,"Entrada de Condado del Rey, PH Condado Bussiness Center, local 29",9.0257673502008,-79.52335730195,13,3.9,3.7,3.5,286,0,1,1,0,1,1,0,11.1,Mr Chen (Condado del Rey)  (286 Check-ins)<br>Price: $13.<br>Rating: 11.1/15.
501,Kouzina (Multiplaza) ,"['Griega', 'Mediterránea']",Panamá,Paitilla/Punta Pacifica,"Via Israel, C. C. Multiplaza Pacific",8.9855927365765,-79.510535001755,13,4.0,3.8,3.4,272,0,1,1,0,0,0,0,11.2,Kouzina (Multiplaza)  (272 Check-ins)<br>Price: $13.<br>Rating: 11.2/15.
303,Aktibao ,"['Asiática', 'Fusion']",Panamá,San Francisco,"Calle 50 con Calle 70, Frente a la Iglesia de Guadalupe",8.992250551610802,-79.509410982803,13,4.5,4.6,4.4,128,0,0,1,0,1,1,0,13.5,Aktibao  (128 Check-ins)<br>Price: $13.<br>Rating: 13.5/15.
536,Rock Burger (Altaplaza) ,['Americana'],Panamá,Condado del Rey,Altaplaza Mall,9.0295729463038,-79.534203149378,13,3.7,3.5,3.4,106,0,1,1,0,0,0,0,10.6,Rock Burger (Altaplaza)  (106 Check-ins)<br>Price: $13.<br>Rating: 10.6/15.
254,Fogata Familiar ,['Colombiana'],Panamá,San Francisco,"Al final de Via Porras, en frente de Rinos",8.9921592784311,-79.518613815308,13,4.6,4.3,3.6,97,0,0,0,0,0,0,0,12.499999999999998,Fogata Familiar  (97 Check-ins)<br>Price: $13.<br>Rating: 12.5/15.
255,Hong Kong Bakery ,['China'],Panamá,El Dorado/Bethania,"Galerías Miami, atrás del Centro Comercial El Dorado, al frente de Marcorama",9.0082901653856,-79.536306671798,13,4.6,3.9,3.7,94,0,1,1,0,0,0,0,12.2,Hong Kong Bakery  (94 Check-ins)<br>Price: $13.<br>Rating: 12.2/15.
412,Suvlas (El Cangrejo) ,['Griega'],Panamá,El Carmen/El Cangrejo,Vía Argentina,8.9887798208282,-79.525665342808,13,4.3,4.0,4.0,182,0,1,0,0,1,0,0,12.3,Suvlas (El Cangrejo)  (182 Check-ins)<br>Price: $13.<br>Rating: 12.3/15.
293,La Inmaculada (Costa del Este) ,['Internacional'],Panamá,Costa del Este,"Plaza 507, Local 4",9.016913,-79.46543100000001,13,4.5,3.9,4.1,193,0,0,1,0,1,0,0,12.5,La Inmaculada (Costa del Este)  (193 Check-ins)<br>Price: $13.<br>Rating: 12.5/15.
524,Rock Burger (El Dorado) ,['Americana'],Panamá,El Dorado/Bethania,Av. Miguel A. Brostela. Plaza Acuarela,9.0063488719431,-79.540124440366,13,3.9,3.7,3.7,91,0,0,0,0,0,0,0,11.3,Rock Burger (El Dorado)  (91 Check-ins)<br>Price: $13.<br>Rating: 11.3/15.
285,Buco Pollo (San Francisco) ,['Parrillada'],Panamá,San Francisco,"Calle 68 Este. Edificio La Placita, local PB",8.9911740894911,-79.510518573225,13,4.5,4.3,3.7,308,0,0,0,0,0,0,0,12.5,Buco Pollo (San Francisco)  (308 Check-ins)<br>Price: $13.<br>Rating: 12.5/15.
531,Cuatro & Maracas (Bella Vista) ,['Venezolana'],Panamá,Bella Vista,"Calle 42, Bella Vista, Plaza Gourmet, Local C 6",8.9741493738126,-79.52959610548801,13,3.8,3.6,3.3,171,1,1,1,0,1,0,0,10.7,Cuatro & Maracas (Bella Vista)  (171 Check-ins)<br>Price: $13.<br>Rating: 10.7/15.
445,Pollo Tropical (Albrook) ,['Cubana'],Panamá,Albrook/Clayton,"Albrook Mall, Entrada del Elefante",8.9745019940575,-79.55348679197,13,4.2,3.6,3.3,288,0,0,1,0,0,1,0,11.100000000000001,Pollo Tropical (Albrook)  (288 Check-ins)<br>Price: $13.<br>Rating: 11.1/15.
339,Athanasiou (Obarrio) ,['Griega'],Panamá,Obarrio,Av. Samuel Lewis & Calle 60 Este,8.9879559058029,-79.51764420370499,13,4.4,4.3,4.5,435,0,1,1,0,1,0,0,13.2,Athanasiou (Obarrio)  (435 Check-ins)<br>Price: $13.<br>Rating: 13.2/15.
541,Sushi Express (Multiplaza Mall) ,['Japonesa'],Panamá,San Francisco,"Centro Comercial Multiplaza, Food Court segundo piso.",8.9845127782426,-79.510589936256,13,3.5,3.3,3.2,151,1,1,1,0,1,1,0,10.0,Sushi Express (Multiplaza Mall)  (151 Check-ins)<br>Price: $13.<br>Rating: 10.0/15.
300,La Chiva Gourmet ,['Americana'],Panamá,Obarrio,Av. Abel Bravo con Calle 59 este,8.988751672347302,-79.519055038691,13,4.5,4.4,4.0,139,0,0,0,0,0,0,0,12.9,La Chiva Gourmet  (139 Check-ins)<br>Price: $13.<br>Rating: 12.9/15.
343,Tosto Coffee Co (Condado del Rey) ,['Internacional'],Panamá,Condado del Rey,"Centennial Center, Condado del Rey (donde está el nuevo Global Bank)",9.0317768267895,-79.532638353442,13,4.4,4.2,4.5,399,0,1,1,0,0,0,0,13.100000000000001,Tosto Coffee Co (Condado del Rey)  (399 Check-ins)<br>Price: $13.<br>Rating: 13.1/15.
383,Suvlas (Marbella) ,['Griega'],Panamá,Marbella/Area Bancaria,Plaza New York,8.9815585047366,-79.52005147934,13,4.3,4.1,4.1,956,0,1,1,0,1,0,0,12.499999999999998,Suvlas (Marbella)  (956 Check-ins)<br>Price: $13.<br>Rating: 12.5/15.
204,Saint-Honoré (Clayton) ,"['Francesa', 'Panadería', 'Pastelería']",Panamá,Albrook/Clayton,Calle Al Hospital. Clayton Mall,9.0034594521518,-79.573443196714,13,4.7,4.5,4.2,731,0,1,1,0,1,0,0,13.399999999999999,Saint-Honoré (Clayton)  (731 Check-ins)<br>Price: $13.<br>Rating: 13.4/15.
362,Ferretti Gelato e Cafe (Costa del Este) ,"['Italiana', 'Pizzeria']",Panamá,Costa del Este,"Avenida La Rotonda, plaza Down Town, local 22",9.0087888629795,-79.47735607624,13,4.4,4.4,4.3,218,0,1,1,0,1,0,0,13.100000000000001,Ferretti Gelato e Cafe (Costa del Este)  (218 Check-ins)<br>Price: $13.<br>Rating: 13.1/15.
399,Suvlas (Bella Vista) ,['Griega'],Panamá,Bella Vista,"Calle 43, detras Torre Bac Avenida Balboa",8.9723953794475,-79.529612548649,13,4.3,4.0,4.1,294,0,1,1,0,0,0,1,12.4,Suvlas (Bella Vista)  (294 Check-ins)<br>Price: $13.<br>Rating: 12.4/15.
359,Deli Gourmet (Obarrio) ,"['Internacional', 'Panadería']",Panamá,Obarrio,"Ave. Samuel Lewis, Edificio Casa Brostella (a lado del Banco General).",8.9866726526166,-79.519000053406,13,4.4,3.9,3.8,232,0,1,1,0,1,0,0,12.100000000000001,Deli Gourmet (Obarrio)  (232 Check-ins)<br>Price: $13.<br>Rating: 12.1/15.
207,Poké ,['Japonesa'],Panamá,San Francisco,"Via Israel, Multiplaza nivel Feria",8.985034397858401,-79.51087530702401,13,4.7,4.1,3.5,291,0,1,1,0,0,0,0,12.3,Poké  (291 Check-ins)<br>Price: $13.<br>Rating: 12.3/15.
371,Buco Pollo (Marbella) ,['Parrillada'],Panamá,Marbella/Area Bancaria,Avenida 5A B Sur,8.977288794714699,-79.521886156592,13,4.4,4.1,4.0,150,0,0,0,0,0,0,0,12.5,Buco Pollo (Marbella)  (150 Check-ins)<br>Price: $13.<br>Rating: 12.5/15.
609,The Buffalo House (San Francisco) ,['Americana'],Panamá,San Francisco,Calle 50 y calle 77,8.992194099999999,-79.50260250000001,13,3.7,3.2,2.5,187,0,0,1,0,0,1,0,9.4,The Buffalo House (San Francisco)  (187 Check-ins)<br>Price: $13.<br>Rating: 9.4/15.
366,Deli Gourmet (Costa del Este) ,"['Gourmet', 'Panadería']",Panamá,Costa del Este,"Avenida Centenario, Sky Plaza",9.0160679151147,-79.47357147932101,13,4.4,3.9,3.7,175,0,1,1,0,1,0,0,12.0,Deli Gourmet (Costa del Este)  (175 Check-ins)<br>Price: $13.<br>Rating: 12.0/15.
605,Macau Express (Centennial) ,"['China', 'Cantonesa']",Panamá,Condado del Rey,"Centennial Plaza, atrás de Kotowa, local 21 PB",9.029272932910699,-79.530044017999,13,3.8,3.8,3.3,77,0,1,1,0,0,0,0,10.899999999999999,Macau Express (Centennial)  (77 Check-ins)<br>Price: $13.<br>Rating: 10.9/15.
368,Leto Coffee Brew Bar (Costa del Este) ,['Internacional'],Panamá,Costa del Este,"Avenida Paseo del Mar, plaza The Corner, detras de PH Murano",9.0111637932069,-79.4648475945,13,4.4,4.6,4.8,165,0,1,1,0,1,0,0,13.8,Leto Coffee Brew Bar (Costa del Este)  (165 Check-ins)<br>Price: $13.<br>Rating: 13.8/15.
356,Chicken Sabroso (Costa del Este) ,['Pollo Asado'],Panamá,Costa del Este,"Avenida Costa del Mar. Plaza The Corner, local 6",9.0111499308964,-79.464733601189,13,4.4,4.3,4.1,262,0,1,1,0,0,0,0,12.799999999999999,Chicken Sabroso (Costa del Este)  (262 Check-ins)<br>Price: $13.<br>Rating: 12.8/15.
200,Green Tea House ,"['Asiática', 'China']",Panamá,El Carmen/El Cangrejo,Entre las calles Andres Bello y Gaspar O. Hernandez,8.9903286462234,-79.524957239628,13,4.8,4.5,4.1,176,1,0,0,0,1,0,1,13.4,Green Tea House  (176 Check-ins)<br>Price: $13.<br>Rating: 13.4/15.
603,Domino's Pizza (El Dorado) ,"['Pizzeria', 'Comida Rápida']",Panamá,El Dorado/Bethania,Calle Juan Rivera Reyes,9.0111327,-79.5361152,13,3.8,3.6,3.1,114,0,0,0,0,0,0,0,10.5,Domino's Pizza (El Dorado)  (114 Check-ins)<br>Price: $13.<br>Rating: 10.5/15.
353,La Inmaculada (El Dorado) ,['Internacional'],Panamá,El Dorado/Bethania,Avenida Ricardo J. Alfaro. Plaza Mirage,9.005389692102302,-79.532327614725,13,4.4,3.9,3.9,277,0,0,1,0,1,0,0,12.200000000000001,La Inmaculada (El Dorado)  (277 Check-ins)<br>Price: $13.<br>Rating: 12.2/15.
478,Pollo Tropical (Multiplaza) ,['Cubana'],Panamá,Paitilla/Punta Pacifica,"Avenida Israel, C. C. Multiplaza, nivel feria",8.9861484251463,-79.51097689569,13,4.1,3.7,3.4,216,0,1,1,0,0,1,0,11.2,Pollo Tropical (Multiplaza)  (216 Check-ins)<br>Price: $13.<br>Rating: 11.2/15.
199,Katané Speedy Pizza (Bella Vista) ,"['Italiana', 'Pizzeria']",Panamá,Bella Vista,Vía Veneto y Calle 53 Oeste,8.987049,-79.529886,13,4.8,4.4,3.6,558,0,1,0,0,1,0,0,12.799999999999999,Katané Speedy Pizza (Bella Vista)  (558 Check-ins)<br>Price: $13.<br>Rating: 12.8/15.
228,dipndip (Multiplaza) ,"['Pastelería', 'Creativa']",Panamá,Paitilla/Punta Pacifica,"Multiplaza, Primer Nivel, Pasillo Central",8.981512803938001,-79.510740190744,13,4.6,4.0,4.2,979,0,0,0,0,0,0,0,12.8,dipndip (Multiplaza)  (979 Check-ins)<br>Price: $13.<br>Rating: 12.8/15.
467,Wing Zone (San Francisco) ,['Americana'],Panamá,San Francisco,Calle Belén # 66 y Calle 50. Edif. Plaza Belén,8.9904637583235,-79.512026309967,13,4.1,3.9,3.6,396,0,0,1,0,0,1,0,11.6,Wing Zone (San Francisco)  (396 Check-ins)<br>Price: $13.<br>Rating: 11.6/15.
378,Farfalle ,['Pizzeria'],Panamá,Costa del Este,"Av. Marina del norte, Atrio Mall, Piso 4, local E  7",9.021974959073802,-79.46255497634401,14,4.4,4.2,3.9,95,0,1,1,0,0,0,0,12.500000000000002,Farfalle  (95 Check-ins)<br>Price: $14.<br>Rating: 12.5/15.
370,Ferretti (Street Mall) ,"['Italiana', 'Pizzeria']",Panamá,San Francisco,"Via Israel y Via Brasil, Street Mall",8.984061800000001,-79.51580140000002,14,4.4,4.2,4.1,160,0,1,1,0,1,0,0,12.700000000000001,Ferretti (Street Mall)  (160 Check-ins)<br>Price: $14.<br>Rating: 12.7/15.
421,Boulevard Cafe Albrook ,['Internacional'],Panamá,Albrook/Clayton,"Albrook Mall, entrada del hipopótamo, plaza de la fuente",8.969693300000001,-79.5527047,14,4.3,4.2,4.0,117,1,0,1,0,1,0,0,12.5,Boulevard Cafe Albrook  (117 Check-ins)<br>Price: $14.<br>Rating: 12.5/15.
295,Cafe Met ,"['Internacional', 'Panadería']",Panamá,Albrook/Clayton,"Centro Comercial Albrook Mall, pasillo del Koala. Dentro del Hotel",8.974929838464401,-79.551526051807,14,4.5,4.3,4.0,182,0,1,1,0,1,0,0,12.8,Cafe Met  (182 Check-ins)<br>Price: $14.<br>Rating: 12.8/15.
456,Ihop Fresh And Go (El Dorado) ,['Americana'],Panamá,El Dorado/Bethania,"Avenida Miguel A. Brostella, En Do It Center",9.006882814547,-79.538337774575,14,4.2,3.8,3.8,151,0,1,1,0,1,0,1,11.8,Ihop Fresh And Go (El Dorado)  (151 Check-ins)<br>Price: $14.<br>Rating: 11.8/15.
302,Deli Gourmet (Business Park) ,"['Internacional', 'Panadería']",Panamá,Costa del Este,Avenida La Rotonda. Torre Bladex,9.0108995449099,-79.473150372505,14,4.5,4.1,4.0,130,0,1,0,0,1,0,0,12.6,Deli Gourmet (Business Park)  (130 Check-ins)<br>Price: $14.<br>Rating: 12.6/15.
299,Athens Pizza (San Francisco) ,['Griega'],Panamá,San Francisco,Via Porras y Calle 66,8.995709579091901,-79.513168595731,14,4.5,3.9,4.1,156,0,0,1,0,0,0,0,12.5,Athens Pizza (San Francisco)  (156 Check-ins)<br>Price: $14.<br>Rating: 12.5/15.
